Year,Month,Manufacturer,Model,Sales,Region
2011,July,Mazda,Truck,3182,Kyushu
2018,May,Honda,SUV,3102,Chubu
2022,July,Subaru,Hatchback,3432,Kansai
2021,March,Honda,Sedan,2193,Tohoku
2020,July,Honda,Convertible,2050,Chubu
2012,July,Mazda,Hatchback,3846,Shikoku
2013,January,Honda,SUV,2371,Tohoku
2012,June,Toyota,Truck,3807,Chubu
2017,February,Toyota,SUV,4373,Kyushu
2019,November,Nissan,Sedan,4949,Hokkaido
2013,August,Nissan,Sedan,3124,Hokkaido
2021,November,Honda,Truck,3208,Chubu
2012,December,Toyota,Sedan,3048,Chugoku
2022,February,Nissan,Sedan,2297,Kansai
2014,March,Honda,Truck,3303,Hokkaido
2011,September,Toyota,Truck,1012,Chubu
2011,February,Mazda,SUV,2949,Chubu
2016,March,Mazda,Sedan,1561,Chugoku
2020,February,Subaru,SUV,2340,Chugoku
2013,July,Mazda,Truck,1953,Kansai
2012,August,Toyota,Sedan,3196,Tohoku
2020,June,Honda,Sedan,2228,Hokkaido
2012,September,Toyota,Hatchback,1700,Chubu
2019,October,Honda,Sedan,2691,Chugoku
2011,November,Subaru,Truck,4270,Kanto
2013,June,Nissan,Convertible,4513,Kansai
2011,April,Honda,Truck,4599,Kansai
2020,January,Mazda,Sedan,4539,Hokkaido
2012,May,Toyota,Convertible,2267,Chubu
2015,May,Nissan,Truck,3537,Kansai
2011,May,Honda,Convertible,3937,Kyushu
2018,September,Toyota,Hatchback,4375,Kansai
2012,February,Honda,Sedan,2647,Chugoku
2022,July,Mazda,Convertible,4192,Kansai
2023,June,Nissan,SUV,4220,Chugoku
2012,December,Subaru,Convertible,3602,Hokkaido
2021,July,Honda,Truck,4916,Chugoku
2013,May,Honda,SUV,2616,Shikoku
2021,September,Nissan,SUV,1167,Chugoku
2010,January,Toyota,SUV,1180,Chubu
2022,February,Toyota,Truck,3532,Shikoku
2016,February,Honda,Truck,1520,Chugoku
2010,February,Honda,Truck,4392,Kyushu
2017,March,Subaru,SUV,3687,Kansai
2020,April,Nissan,Truck,2599,Kyushu
2014,January,Subaru,Sedan,4150,Kansai
2018,August,Mazda,SUV,4028,Shikoku
2015,February,Nissan,Hatchback,4008,Shikoku
2012,October,Nissan,Truck,4007,Kansai
2023,December,Nissan,Hatchback,1719,Kansai
2013,May,Nissan,Sedan,2327,Kyushu
2013,July,Mazda,Sedan,1863,Kansai
2021,September,Honda,Convertible,2926,Kansai
2011,April,Honda,Convertible,3885,Shikoku
2014,March,Subaru,Hatchback,4013,Tohoku
2012,March,Honda,Truck,1574,Chugoku
2015,February,Nissan,Convertible,2838,Kansai
2018,January,Nissan,SUV,3542,Chubu
2014,November,Mazda,Truck,2724,Kansai
2018,October,Subaru,Sedan,3793,Chugoku
2021,November,Nissan,Sedan,1337,Kansai
2022,July,Mazda,Truck,1571,Tohoku
2020,January,Subaru,Convertible,1356,Tohoku
2014,March,Nissan,Sedan,3388,Tohoku
2016,February,Honda,Truck,2109,Kansai
2011,July,Toyota,Truck,2828,Kyushu
2018,August,Honda,Convertible,3853,Kyushu
2024,October,Nissan,Truck,3891,Shikoku
2011,March,Mazda,Hatchback,4910,Chugoku
2019,June,Mazda,Hatchback,2014,Hokkaido
2015,September,Mazda,Hatchback,1716,Chugoku
2010,August,Toyota,Sedan,2833,Chubu
2013,January,Toyota,SUV,2590,Chugoku
2018,November,Subaru,SUV,1833,Shikoku
2013,March,Honda,Sedan,3307,Kanto
2023,February,Mazda,SUV,4615,Hokkaido
2016,March,Subaru,Hatchback,2627,Tohoku
2012,November,Honda,Convertible,4289,Kyushu
2015,January,Toyota,Hatchback,2214,Kyushu
2018,August,Subaru,Sedan,4936,Hokkaido
2017,December,Honda,Sedan,3916,Kyushu
2018,February,Honda,Convertible,1509,Kyushu
2013,November,Mazda,Truck,1314,Shikoku
2014,July,Toyota,Hatchback,2835,Chubu
2014,September,Mazda,Truck,4576,Kanto
2011,April,Honda,Hatchback,1380,Kansai
2019,January,Mazda,Convertible,1458,Kyushu
2022,July,Subaru,Convertible,4403,Kanto
2024,July,Subaru,Convertible,4773,Chubu
2016,July,Toyota,Convertible,2756,Kyushu
2015,October,Subaru,Hatchback,1015,Chugoku
2022,March,Toyota,Truck,3899,Chugoku
2016,March,Mazda,Hatchback,4259,Chubu
2017,March,Nissan,Truck,3021,Tohoku
2010,November,Subaru,Convertible,1604,Shikoku
2022,July,Nissan,SUV,1978,Kansai
2013,February,Toyota,Convertible,4789,Kyushu
2020,March,Honda,Sedan,3080,Kanto
2011,January,Toyota,SUV,1294,Kansai
2017,February,Honda,Convertible,3156,Tohoku
2021,November,Toyota,Convertible,3681,Hokkaido
2017,May,Honda,Sedan,1875,Kyushu
2011,October,Toyota,SUV,2663,Chubu
2020,September,Honda,Truck,2282,Tohoku
2013,December,Mazda,SUV,4130,Kyushu
2020,August,Nissan,Hatchback,3805,Kansai
2020,October,Honda,Truck,1001,Shikoku
2022,June,Subaru,Convertible,1050,Kyushu
2023,May,Nissan,Hatchback,3000,Tohoku
2017,May,Honda,Truck,1765,Chubu
2013,November,Nissan,SUV,2131,Tohoku
2021,February,Nissan,Sedan,4002,Chugoku
2021,November,Toyota,Hatchback,4040,Tohoku
2013,July,Mazda,Sedan,2699,Kansai
2020,June,Subaru,Sedan,3434,Kanto
2015,June,Nissan,Hatchback,2317,Shikoku
2013,March,Subaru,Sedan,2892,Hokkaido
2022,March,Mazda,Truck,3949,Chugoku
2016,February,Nissan,Convertible,1483,Kyushu
2011,November,Mazda,Convertible,1874,Kyushu
2024,October,Toyota,Convertible,4083,Kanto
2014,March,Mazda,Sedan,1952,Kansai
2023,April,Nissan,Convertible,1180,Tohoku
2024,December,Mazda,Convertible,4323,Shikoku
2010,August,Nissan,Hatchback,3821,Kanto
2018,March,Toyota,Sedan,4340,Tohoku
2019,August,Nissan,SUV,3851,Tohoku
2022,November,Honda,Sedan,3576,Chubu
2011,March,Toyota,Truck,2977,Chubu
2019,October,Nissan,Truck,2763,Chugoku
2013,August,Honda,Hatchback,3223,Kanto
2023,October,Nissan,SUV,2802,Tohoku
2016,September,Honda,Convertible,2981,Chubu
2018,February,Honda,Sedan,2003,Kanto
2017,May,Honda,Sedan,1210,Kanto
2016,March,Honda,Sedan,4628,Kanto
2023,March,Honda,Truck,1801,Tohoku
2017,May,Toyota,Hatchback,2886,Kyushu
2012,April,Subaru,Sedan,1754,Tohoku
2021,October,Subaru,Sedan,2805,Kyushu
2014,September,Honda,Sedan,1668,Hokkaido
2014,April,Nissan,Sedan,1962,Chubu
2020,January,Honda,Truck,4896,Hokkaido
2014,February,Nissan,Truck,3995,Chubu
2022,January,Toyota,Truck,1061,Kyushu
2013,May,Honda,Truck,4150,Kansai
2022,June,Nissan,Truck,1499,Tohoku
2014,August,Subaru,Truck,1709,Chugoku
2010,September,Mazda,Sedan,3717,Chubu
2019,December,Mazda,SUV,2518,Hokkaido
2023,June,Toyota,SUV,2186,Kansai
2010,November,Toyota,SUV,2379,Chubu
2017,December,Honda,SUV,4911,Chubu
2022,August,Mazda,Hatchback,3711,Hokkaido
2016,April,Toyota,Hatchback,2628,Tohoku
2015,November,Honda,Truck,4430,Kansai
2018,April,Honda,Hatchback,2925,Tohoku
2024,March,Mazda,Truck,1763,Kansai
2010,August,Toyota,Truck,4974,Kyushu
2011,May,Honda,SUV,3167,Tohoku
2021,June,Subaru,SUV,4409,Kanto
2014,November,Honda,Convertible,1339,Chugoku
2019,January,Subaru,Convertible,3264,Kansai
2023,October,Subaru,SUV,3451,Tohoku
2014,August,Subaru,Truck,4643,Kansai
2022,December,Nissan,Hatchback,2712,Chubu
2010,February,Subaru,Hatchback,2544,Kanto
2011,July,Toyota,SUV,1572,Kyushu
2012,May,Nissan,Hatchback,2323,Kyushu
2018,June,Nissan,Sedan,2924,Kanto
2019,February,Subaru,SUV,4678,Chugoku
2015,November,Honda,Hatchback,4151,Shikoku
2021,February,Nissan,SUV,4396,Shikoku
2018,January,Mazda,Convertible,2055,Kanto
2017,September,Mazda,Sedan,3466,Tohoku
2011,November,Nissan,Convertible,2033,Chubu
2011,February,Nissan,Truck,1040,Hokkaido
2024,June,Mazda,Hatchback,2057,Kyushu
2022,February,Toyota,SUV,1283,Hokkaido
2010,July,Nissan,Truck,3312,Kansai
2018,April,Nissan,Hatchback,3700,Kansai
2017,October,Mazda,Truck,2661,Hokkaido
2017,September,Nissan,Truck,1007,Hokkaido
2024,June,Mazda,Truck,1667,Shikoku
2021,September,Toyota,Sedan,4865,Kansai
2024,July,Nissan,SUV,1235,Kansai
2013,November,Subaru,SUV,4165,Chubu
2012,October,Honda,Truck,3628,Tohoku
2013,May,Nissan,Hatchback,4239,Hokkaido
2020,March,Mazda,SUV,3670,Chubu
2013,December,Toyota,Hatchback,1139,Chubu
2021,August,Mazda,Convertible,1531,Kanto
2024,December,Nissan,Convertible,1134,Kanto
2015,September,Mazda,Truck,3001,Shikoku
2011,October,Subaru,Convertible,4519,Chugoku
2017,March,Subaru,SUV,4355,Tohoku
2011,September,Honda,Sedan,4997,Kyushu
2011,November,Mazda,Sedan,2740,Kyushu
2011,April,Toyota,SUV,4217,Kansai
2022,January,Mazda,SUV,4853,Hokkaido
2014,December,Nissan,Truck,4013,Kanto
2011,January,Honda,Hatchback,4619,Hokkaido
2019,July,Nissan,Sedan,4329,Shikoku
2021,February,Mazda,Hatchback,1338,Kansai
2021,December,Toyota,Convertible,2618,Tohoku
2019,June,Nissan,Hatchback,2625,Chubu
2017,February,Mazda,Truck,4394,Chubu
2019,September,Toyota,Truck,2146,Shikoku
2013,February,Mazda,Sedan,2823,Tohoku
2015,May,Honda,Sedan,3649,Kansai
2014,November,Toyota,SUV,2049,Shikoku
2015,February,Honda,SUV,4269,Chugoku
2020,December,Honda,SUV,4226,Kyushu
2021,January,Nissan,Truck,2294,Chubu
2022,March,Nissan,Hatchback,4660,Chubu
2012,October,Nissan,SUV,2646,Chubu
2011,October,Mazda,Truck,4384,Kyushu
2010,April,Toyota,Convertible,4181,Kyushu
2019,March,Honda,Sedan,1660,Kanto
2018,December,Subaru,Sedan,4297,Kansai
2011,May,Honda,Convertible,4072,Shikoku
2014,January,Toyota,SUV,1262,Chubu
2011,November,Mazda,Truck,3914,Hokkaido
2012,December,Honda,Truck,4483,Kansai
2017,October,Toyota,Sedan,1700,Tohoku
2024,February,Mazda,Hatchback,3677,Kyushu
2013,January,Toyota,Sedan,4925,Kanto
2023,September,Toyota,Convertible,1558,Hokkaido
2021,December,Nissan,Truck,3976,Chubu
2019,June,Nissan,Convertible,3273,Kansai
2023,April,Honda,Convertible,3727,Hokkaido
2013,December,Honda,Hatchback,3086,Kyushu
2017,March,Honda,Convertible,1006,Hokkaido
2012,April,Toyota,SUV,1882,Kyushu
2019,September,Subaru,SUV,1200,Chugoku
2017,December,Honda,Sedan,4960,Hokkaido
2015,November,Subaru,Hatchback,4320,Kyushu
2017,September,Subaru,Hatchback,2074,Chubu
2012,November,Honda,Hatchback,4520,Kyushu
2020,November,Nissan,Convertible,4279,Chugoku
2010,November,Nissan,Convertible,2459,Kansai
2013,May,Nissan,Truck,2139,Kanto
2019,April,Nissan,Truck,1730,Kyushu
2015,February,Nissan,Hatchback,1501,Kanto
2020,July,Toyota,Sedan,4392,Tohoku
2024,January,Nissan,SUV,2848,Tohoku
2010,November,Subaru,SUV,1532,Kyushu
2020,January,Honda,Sedan,3666,Kyushu
2017,January,Toyota,SUV,2558,Chugoku
2012,August,Mazda,Truck,3650,Tohoku
2021,June,Honda,Sedan,2272,Kyushu
2012,August,Nissan,SUV,3979,Chugoku
2021,August,Honda,Sedan,1099,Hokkaido
2023,April,Toyota,Convertible,2756,Hokkaido
2024,August,Nissan,Convertible,3245,Kyushu
2014,May,Mazda,Hatchback,3092,Tohoku
2022,June,Nissan,SUV,3728,Tohoku
2024,August,Toyota,SUV,4816,Kansai
2021,May,Nissan,Sedan,2025,Kyushu
2023,September,Nissan,Hatchback,2523,Kyushu
2021,July,Toyota,Hatchback,4048,Kyushu
2022,January,Honda,Hatchback,1494,Hokkaido
2019,December,Nissan,SUV,1845,Kanto
2020,October,Subaru,Truck,4778,Chugoku
2015,July,Mazda,SUV,3938,Shikoku
2023,March,Mazda,Convertible,4062,Chugoku
2022,August,Nissan,Sedan,2872,Hokkaido
2015,September,Mazda,Convertible,3972,Kansai
2024,May,Honda,Sedan,4220,Kanto
2021,October,Mazda,Sedan,3279,Kyushu
2023,December,Honda,Sedan,1534,Kanto
2023,October,Mazda,Hatchback,4252,Kanto
2022,January,Subaru,Convertible,1344,Chugoku
2014,June,Subaru,SUV,2622,Kansai
2012,June,Honda,Sedan,4446,Chugoku
2018,February,Mazda,SUV,3035,Chugoku
2017,January,Toyota,Truck,3155,Kanto
2018,November,Toyota,Truck,3734,Tohoku
2019,February,Nissan,SUV,4722,Kanto
2016,March,Toyota,SUV,4462,Shikoku
2018,April,Toyota,SUV,4706,Tohoku
2023,July,Nissan,Truck,3480,Shikoku
2018,October,Nissan,Truck,3948,Tohoku
2018,February,Honda,Truck,1357,Tohoku
2021,January,Honda,Hatchback,2973,Hokkaido
2022,December,Honda,Truck,3914,Shikoku
2015,June,Subaru,Hatchback,1829,Kyushu
2024,June,Nissan,Convertible,4953,Chugoku
2017,November,Mazda,Sedan,3885,Tohoku
2020,December,Honda,Hatchback,3715,Shikoku
2022,November,Honda,Hatchback,3478,Kanto
2018,April,Nissan,SUV,3864,Kansai
2018,April,Mazda,Hatchback,2934,Tohoku
2011,August,Nissan,SUV,2076,Kanto
2010,January,Nissan,Convertible,4778,Kanto
2010,December,Honda,Sedan,2749,Kansai
2012,April,Honda,Convertible,3545,Chubu
2016,October,Mazda,SUV,4787,Chubu
2020,November,Subaru,SUV,3227,Kansai
2010,November,Honda,Convertible,1099,Kansai
2022,July,Toyota,Convertible,2154,Shikoku
2021,February,Mazda,SUV,4075,Kyushu
2018,April,Nissan,Convertible,4724,Kanto
2020,June,Toyota,SUV,4299,Chubu
2022,November,Nissan,Convertible,1905,Tohoku
2020,November,Mazda,Hatchback,3921,Kansai
2024,October,Nissan,Sedan,3703,Kansai
2024,August,Nissan,Truck,4095,Kansai
2011,July,Toyota,Sedan,4249,Kansai
2015,March,Nissan,Convertible,4140,Kanto
2024,September,Subaru,SUV,1408,Kyushu
2019,April,Toyota,Hatchback,1926,Chubu
2016,November,Toyota,SUV,1497,Chugoku
2022,July,Nissan,Convertible,2560,Kyushu
2023,November,Honda,Truck,4022,Tohoku
2024,July,Subaru,SUV,1121,Kanto
2010,March,Nissan,SUV,4232,Chugoku
2016,February,Toyota,Truck,1342,Hokkaido
2019,November,Toyota,SUV,2605,Hokkaido
2023,October,Toyota,Truck,2427,Kansai
2019,July,Subaru,Truck,4521,Tohoku
2014,June,Subaru,Convertible,3761,Kanto
2012,December,Honda,SUV,4394,Kansai
2019,August,Subaru,Hatchback,2163,Kansai
2010,August,Mazda,SUV,3180,Tohoku
2015,May,Toyota,Sedan,3873,Hokkaido
2016,May,Mazda,Hatchback,3378,Kanto
2024,January,Nissan,SUV,4159,Chugoku
2010,December,Nissan,SUV,3287,Tohoku
2010,May,Subaru,Hatchback,4123,Shikoku
2011,June,Honda,SUV,4895,Chubu
2022,November,Mazda,SUV,4053,Shikoku
2024,September,Nissan,Truck,3332,Tohoku
2019,August,Toyota,Hatchback,3953,Kanto
2013,January,Nissan,Hatchback,4397,Tohoku
2023,July,Honda,SUV,1340,Hokkaido
2012,June,Honda,Sedan,3310,Kanto
2024,February,Nissan,Convertible,3239,Tohoku
2013,September,Subaru,Hatchback,1881,Hokkaido
2023,June,Subaru,Truck,4165,Kanto
2020,October,Mazda,Truck,2665,Kyushu
2022,January,Toyota,Truck,1200,Tohoku
2016,May,Toyota,Truck,1835,Kyushu
2020,October,Mazda,Hatchback,3440,Kyushu
2012,April,Nissan,Hatchback,1890,Kansai
2022,June,Honda,Sedan,1531,Shikoku
2010,October,Toyota,Truck,1850,Chubu
2015,April,Toyota,SUV,3662,Tohoku
2014,March,Nissan,SUV,1182,Kansai
2014,February,Nissan,Truck,2458,Shikoku
2020,February,Toyota,Hatchback,1895,Kanto
2022,February,Toyota,Truck,1139,Kanto
2020,April,Mazda,Hatchback,3420,Kanto
2023,December,Mazda,Hatchback,1694,Kanto
2018,September,Honda,SUV,3019,Chugoku
2018,September,Subaru,Truck,2973,Kyushu
2017,April,Nissan,Truck,1174,Shikoku
2024,October,Subaru,Hatchback,1779,Tohoku
2017,September,Mazda,SUV,3478,Shikoku
2022,June,Honda,Convertible,4578,Kyushu
2020,May,Mazda,Hatchback,2693,Kanto
2024,May,Honda,Hatchback,1365,Chugoku
2017,May,Mazda,SUV,4669,Tohoku
2015,July,Subaru,Truck,1580,Shikoku
2021,May,Nissan,Truck,3574,Shikoku
2017,February,Mazda,Convertible,1623,Kyushu
2011,January,Toyota,Hatchback,1850,Chubu
2012,March,Subaru,Truck,1361,Kansai
2011,August,Mazda,Convertible,1244,Tohoku
2015,June,Honda,SUV,1820,Kanto
2013,April,Honda,Sedan,1720,Chugoku
2014,February,Subaru,Convertible,1312,Chubu
2017,December,Subaru,Truck,3757,Kyushu
2021,June,Toyota,Convertible,3392,Kanto
2017,April,Mazda,Convertible,2722,Hokkaido
2015,November,Nissan,Sedan,1233,Kyushu
2019,December,Subaru,Sedan,4004,Kanto
2011,December,Toyota,Convertible,3164,Tohoku
2010,June,Subaru,Sedan,1498,Tohoku
2013,April,Subaru,Truck,3083,Kanto
2016,August,Toyota,Sedan,1439,Kansai
2016,April,Honda,Sedan,2968,Shikoku
2017,February,Nissan,Sedan,3425,Kanto
2024,August,Nissan,Convertible,4875,Hokkaido
2013,July,Nissan,Convertible,1909,Tohoku
2015,June,Honda,Convertible,2517,Chugoku
2013,July,Mazda,SUV,1706,Shikoku
2020,February,Honda,Convertible,2565,Shikoku
2012,December,Subaru,Sedan,3096,Hokkaido
2022,December,Toyota,SUV,4434,Kyushu
2018,March,Mazda,SUV,4645,Kansai
2018,October,Mazda,SUV,2192,Chugoku
2018,July,Mazda,Truck,1088,Chubu
2014,May,Nissan,Convertible,3414,Kansai
2021,March,Toyota,SUV,1587,Kansai
2018,April,Nissan,SUV,1798,Shikoku
2010,August,Toyota,Hatchback,1527,Tohoku
2022,April,Nissan,Hatchback,2160,Chubu
2020,December,Nissan,Sedan,4912,Chubu
2013,November,Honda,Convertible,4485,Tohoku
2011,November,Subaru,Sedan,1942,Kanto
2015,April,Mazda,Convertible,2283,Hokkaido
2020,February,Honda,Hatchback,4293,Hokkaido
2014,September,Mazda,Hatchback,1091,Hokkaido
2020,December,Nissan,Hatchback,1003,Tohoku
2015,September,Toyota,Truck,3119,Hokkaido
2018,October,Nissan,Sedan,1069,Shikoku
2013,May,Honda,Truck,3404,Chugoku
2014,January,Nissan,Convertible,2750,Chugoku
2018,May,Subaru,Truck,1474,Kyushu
2022,June,Mazda,SUV,4798,Kyushu
2017,January,Honda,Sedan,2912,Tohoku
2024,March,Honda,Hatchback,2561,Chubu
2013,May,Toyota,Convertible,2775,Hokkaido
2024,October,Mazda,Truck,4809,Chubu
2014,June,Honda,Sedan,3514,Chubu
2020,January,Toyota,SUV,3577,Kyushu
2014,August,Subaru,SUV,3857,Kanto
2011,August,Toyota,SUV,2069,Kansai
2016,December,Toyota,Truck,3116,Kansai
2019,July,Mazda,Convertible,2815,Kanto
2019,May,Subaru,SUV,4761,Chugoku
2020,June,Mazda,Sedan,3202,Kyushu
2024,October,Honda,SUV,3946,Kansai
2023,December,Toyota,SUV,1186,Kanto
2018,April,Honda,Truck,4278,Chubu
2020,May,Nissan,Convertible,3569,Kanto
2016,June,Honda,Hatchback,1532,Hokkaido
2018,July,Toyota,Hatchback,3727,Chubu
2018,July,Subaru,SUV,3399,Kanto
2024,January,Subaru,SUV,4436,Tohoku
2022,December,Honda,SUV,3342,Kansai
2013,October,Nissan,Truck,2431,Kyushu
2017,July,Toyota,Convertible,3633,Chugoku
2015,August,Subaru,Sedan,4651,Chubu
2010,February,Toyota,SUV,4662,Kansai
2021,December,Nissan,Sedan,1540,Chubu
2012,May,Toyota,Convertible,3037,Hokkaido
2016,January,Mazda,Convertible,1667,Kansai
2019,July,Nissan,Truck,3656,Shikoku
2012,October,Mazda,Truck,2656,Tohoku
2020,December,Subaru,Hatchback,4262,Hokkaido
2012,May,Subaru,Hatchback,4591,Kyushu
2022,August,Subaru,Sedan,4253,Hokkaido
2022,May,Nissan,SUV,1387,Kanto
2020,October,Subaru,Convertible,3828,Chugoku
2021,June,Mazda,Hatchback,2830,Kanto
2012,July,Toyota,Hatchback,1629,Chugoku
2019,March,Toyota,Hatchback,1829,Kyushu
2019,March,Honda,Hatchback,4774,Kansai
2023,July,Mazda,Hatchback,1358,Chugoku
2022,June,Toyota,Sedan,1336,Chubu
2019,December,Honda,Truck,2744,Tohoku
2020,November,Subaru,Convertible,3588,Hokkaido
2018,October,Toyota,Sedan,4629,Kyushu
2019,July,Nissan,Sedan,1635,Chugoku
2012,July,Honda,Sedan,4418,Tohoku
2017,February,Mazda,Sedan,1761,Kansai
2019,July,Nissan,Convertible,3633,Kanto
2013,July,Mazda,Sedan,2420,Chubu
2011,April,Toyota,Sedan,2446,Hokkaido
2018,December,Honda,Hatchback,4515,Chubu
2016,August,Mazda,SUV,1646,Chubu
2016,March,Toyota,Hatchback,4602,Chugoku
2019,February,Honda,Hatchback,2080,Kanto
2013,January,Toyota,SUV,2774,Hokkaido
2024,January,Toyota,Convertible,2089,Chubu
2021,November,Mazda,Sedan,3951,Kanto
2023,October,Honda,Sedan,2452,Kansai
2022,January,Subaru,Sedan,2844,Kansai
2013,May,Nissan,Convertible,1994,Shikoku
2014,July,Honda,SUV,3145,Hokkaido
2021,March,Toyota,Truck,4480,Hokkaido
2023,June,Mazda,Hatchback,2455,Chubu
2012,August,Nissan,Hatchback,4506,Tohoku
2012,April,Subaru,Hatchback,4105,Kanto
2023,March,Toyota,Convertible,3279,Shikoku
2013,January,Nissan,Truck,3827,Kyushu
2017,May,Subaru,Hatchback,4752,Chubu
2014,October,Toyota,Hatchback,4612,Kansai
2014,November,Subaru,Sedan,3377,Hokkaido
2024,August,Honda,Sedan,1061,Shikoku
2022,May,Nissan,Convertible,1572,Tohoku
2010,September,Nissan,Convertible,2260,Tohoku
2018,January,Subaru,Convertible,2271,Chugoku
2017,July,Toyota,Truck,3388,Hokkaido
2014,December,Mazda,Truck,3406,Chugoku
2019,March,Subaru,SUV,1158,Chugoku
2022,September,Toyota,SUV,4967,Kansai
2012,August,Nissan,Truck,4043,Chubu
2020,April,Toyota,Truck,3926,Tohoku
2021,January,Toyota,Hatchback,4108,Shikoku
2016,January,Toyota,Truck,4622,Shikoku
2015,December,Toyota,Truck,3965,Kyushu
2011,February,Subaru,SUV,2924,Chubu
2011,June,Mazda,SUV,3637,Chubu
2017,June,Nissan,Hatchback,2677,Shikoku
2023,September,Nissan,SUV,4581,Kansai
2015,April,Mazda,Hatchback,1436,Shikoku
2015,June,Honda,SUV,2333,Kanto
2020,April,Nissan,Convertible,2981,Kansai
2020,November,Toyota,SUV,1293,Tohoku
2011,August,Nissan,Sedan,2654,Chubu
2019,May,Subaru,Convertible,3255,Chubu
2012,March,Mazda,Hatchback,2352,Tohoku
2017,October,Toyota,Convertible,2874,Chubu
2014,January,Mazda,Truck,1684,Chubu
2016,October,Nissan,Truck,2397,Kansai
2017,August,Subaru,Sedan,3079,Kanto
2011,April,Nissan,SUV,3680,Kansai
2023,January,Subaru,Hatchback,2656,Kansai
2017,September,Subaru,SUV,3363,Kyushu
2018,September,Subaru,Truck,3878,Kyushu
2011,December,Honda,Convertible,4409,Shikoku
2023,December,Mazda,Hatchback,2713,Hokkaido
2012,May,Honda,Hatchback,3685,Chugoku
2017,September,Mazda,Sedan,4287,Kanto
2013,July,Subaru,Convertible,3585,Hokkaido
2011,December,Honda,Truck,3180,Kyushu
2023,June,Mazda,Truck,2826,Chubu
2015,September,Subaru,Convertible,3904,Chubu
2021,December,Mazda,Hatchback,2490,Shikoku
2020,November,Mazda,Truck,4768,Tohoku
2024,June,Toyota,Sedan,2252,Kanto
2021,April,Toyota,Hatchback,1410,Kyushu
2012,July,Mazda,Sedan,2962,Kansai
2012,January,Toyota,Convertible,4041,Hokkaido
2011,July,Honda,Hatchback,2567,Chugoku
2022,August,Honda,Truck,1967,Chugoku
2014,November,Mazda,Truck,3932,Shikoku
2014,May,Subaru,Hatchback,2184,Kanto
2016,January,Toyota,Convertible,4936,Shikoku
2020,April,Subaru,Sedan,3601,Kyushu
2013,April,Toyota,Sedan,2050,Kanto
2010,April,Toyota,Sedan,4080,Tohoku
2012,March,Honda,Hatchback,1479,Hokkaido
2016,May,Mazda,Truck,1321,Chubu
2023,June,Toyota,Truck,4384,Chubu
2024,September,Mazda,Hatchback,3053,Tohoku
2024,September,Nissan,Convertible,1670,Tohoku
2010,November,Nissan,Hatchback,4528,Chugoku
2022,April,Mazda,Sedan,4343,Tohoku
2011,May,Toyota,SUV,3916,Chugoku
2016,April,Mazda,SUV,4584,Hokkaido
2011,September,Subaru,Convertible,3768,Hokkaido
2019,April,Honda,Hatchback,1650,Kansai
2019,November,Mazda,SUV,2239,Shikoku
2018,July,Nissan,Sedan,1817,Kansai
2014,February,Toyota,Sedan,1559,Kanto
2019,June,Toyota,Hatchback,2372,Chubu
2023,February,Toyota,SUV,2804,Kanto
2023,April,Mazda,SUV,1757,Tohoku
2018,February,Subaru,Convertible,2937,Shikoku
2020,February,Nissan,Sedan,3735,Chubu
2010,June,Nissan,Convertible,1858,Kanto
2018,November,Subaru,Truck,3592,Shikoku
2014,October,Subaru,Hatchback,1665,Chubu
2021,May,Subaru,Sedan,1867,Kansai
2011,September,Mazda,SUV,1761,Tohoku
2021,September,Nissan,Sedan,1994,Shikoku
2014,September,Mazda,Sedan,1468,Chubu
2017,December,Toyota,Hatchback,3467,Kyushu
2013,March,Honda,Hatchback,1812,Tohoku
2013,April,Toyota,Convertible,3776,Chubu
2020,August,Toyota,Convertible,3699,Chugoku
2012,April,Toyota,Truck,2597,Hokkaido
2017,June,Toyota,SUV,2229,Hokkaido
2014,May,Toyota,SUV,3893,Chubu
2018,October,Nissan,Hatchback,2916,Kansai
